Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
2011,Gani Lawal,F,81,234,22,PHX,1,0,Georgia Tech,2010 Rnd 2 Pick 16,United StatesNigeria
2011,Sean Marks,F-C,82,250,35,POR,29,11,California,1998 Rnd 2 Pick 15,New Zealand
2011,D.J. Mbenga,FC,84,255,30,NOP,41,6,OpenJobMetis Varese (Italy),"2002 NBA Draft, Undrafted",Democratic Republic of the CongoBelgium
2011,Antonio McDyess,F,81,245,36,SAS,73,15,Alabama,1995 Rnd 1 Pick 2,United States
2011,Pops Mensah-Bonsu,F,81,235,27,NOP,7,3,George Washington,"2006 NBA Draft, Undrafted",EnglandGhana
2011,Yao Ming,C,90,310,30,HOU,5,8,Shanghai Dongfang (China),2002 Rnd 1 Pick 1,China
2011,Shaquille O'Neal,C,85,325,38,BOS,37,18,LSU,1992 Rnd 1 Pick 1,United States
2011,Fabricio Oberto,FC,82,245,35,POR,5,5,Valencia Basket (Spain),"1997 NBA Draft, Undrafted",ArgentinaItaly
2011,Morris Peterson,G,79,220,33,OKC,4,10,Michigan State,2000 Rnd 1 Pick 21,United States
2011,James Posey,F,80,217,34,IND,49,11,Xavier,1999 Rnd 1 Pick 18,United States
2011,Leon Powe,F,80,240,27,"CLE, MEM",30,4,California,2006 Rnd 2 Pick 19,United States
2011,Theo Ratliff,C,82,235,37,LAL,10,15,Wyoming,1995 Rnd 1 Pick 18,United States
2011,Andy Rautins,G,76,190,24,NYK,5,0,Syracuse,2010 Rnd 2 Pick 8,United StatesCanada
2011,Quinton Ross,GF,78,195,29,NJN,36,7,Southern Methodist,"2003 NBA Draft, Undrafted",United States
2011,Garret Siler,C,83,305,24,PHX,21,0,Augusta University,"2009 NBA Draft, Undrafted",United States
2011,Joe Smith,F,82,225,35,"LAL, NJN",16,15,Maryland,1995 Rnd 1 Pick 1,United States
2011,Darius Songaila,PF,80,248,33,PHI,10,7,Wake Forest,2002 Rnd 2 Pick 21,Lithuania
2011,Peja Stojakovic,F,82,229,33,"DAL, NOP, TOR",33,12,PAOK BC (Greece),1996 Rnd 1 Pick 14,SerbiaGreece
2011,Pape Sy,SF,79,224,22,ATL,3,0,STB Le Havre (France),2010 Rnd 2 Pick 23,France
2011,Jermaine Taylor,G,77,205,24,"HOU, SAC",34,1,UCF,2009 Rnd 2 Pick 2,United States
2011,Etan Thomas,C,81,256,32,ATL,13,10,Syracuse,2000 Rnd 1 Pick 12,United States
2011,Al Thornton,F,80,203,27,"GOS, WAS",71,3,Florida State,2007 Rnd 1 Pick 14,United States
2011,Ime Udoka,G-F,77,220,33,SAS,20,7,Portland State,"2000 NBA Draft, Undrafted",United StatesNigeria
2011,Willie Warren,GF,76,200,21,LAC,19,0,Oklahoma,2010 Rnd 2 Pick 24,United States
2011,Kyle Weaver,SG,78,200,25,UTA,5,2,Washington State,2008 Rnd 2 Pick 8,United States
2011,Mario West,G,77,210,26,NJN,6,3,Georgia Tech,"2007 NBA Draft, Undrafted",United States
2011,Jason Williams,G,73,190,35,"MEM, ORL",27,11,Florida,1998 Rnd 1 Pick 7,United States
2011,Jawad Williams,F,81,225,28,CLE,26,2,North Carolina,"2005 NBA Draft, Undrafted",United States
2011,Antoine Wright,GF,79,210,27,SAC,7,5,Texas A&M,2005 Rnd 1 Pick 15,United States
2011,Julian Wright,F,80,225,23,TOR,52,3,Kansas,2007 Rnd 1 Pick 13,United States
2010,Joe Alexander,SF,80,230,23,CHI,8,1,West Virginia,2008 Rnd 1 Pick 8,United StatesIsrael
2010,Rafer Alston,G,74,175,33,"MIA, NJN",52,10,Fresno State,1998 Rnd 2 Pick 10,United States
2010,Antonio Anderson,SG,78,215,24,OKC,1,0,Memphis,"2009 NBA Draft, Undrafted",United States
2010,Chucky Atkins,G,71,185,35,DET,40,11,South Florida,"1996 NBA Draft, Undrafted",United States
2010,Jonathan Bender,F,83,202,29,NYK,25,7,Picayune High School (Mississippi),1999 Rnd 1 Pick 5,United States
2010,Josh Boone,C,82,237,25,NJN,63,3,Connecticut,2006 Rnd 1 Pick 23,United States
2010,Ryan Bowen,F,81,218,34,OKC,1,9,Iowa,1998 Rnd 2 Pick 26,United States
2010,Primoz Brezec,C,86,252,30,"MIL, PHL",21,7,Union Olimpija (Slovenia),2000 Rnd 1 Pick 27,Slovenia
2010,Devin Brown,SF,77,220,31,"CHI, NOP",50,7,Texas-San Antonio,"2002 NBA Draft, Undrafted",United States
2010,Mardy Collins,G,78,220,25,LAC,43,3,Temple,2006 Rnd 1 Pick 29,United States
2010,JamesOn Curry,G,76,200,24,LAC,1,1,Oklahoma State,2007 Rnd 2 Pick 21,United States
2010,Paul Davis,FC,83,270,25,WAS,2,3,Michigan State,2006 Rnd 2 Pick 4,United States
2010,Ricky Davis,GF,79,195,30,LAC,36,11,Iowa,1998 Rnd 1 Pick 21,United States
2010,Yakhouba Diawara,SF,79,225,27,MIA,6,3,Pepperdine,"2005 NBA Draft, Undrafted",France
2010,Travis Diener,PG,73,174,28,"IND, POR",9,4,Marquette,2005 Rnd 2 Pick 8,United StatesItaly
2010,Michael Finley,G-F,79,225,36,"BOS, SAN",46,14,Wisconsin,1995 Rnd 1 Pick 21,United States
2010,Devean George,F-G,80,235,32,GSW,45,10,Augsburg College,1999 Rnd 1 Pick 23,United States
2010,J.R. Giddens,GF,77,210,25,"BOS, NYK",32,1,New Mexico,2008 Rnd 1 Pick 30,United States
2010,Trey Gilder,F,81,185,25,MEM,2,0,Northwestern State,"2008 NBA Draft, Undrafted",United States
2010,Taylor Griffin,F,80,235,23,PHX,8,0,Oklahoma,2009 Rnd 2 Pick 18,United States
2010,Malik Hairston,SF,78,220,23,SAS,47,1,Oregon,2008 Rnd 2 Pick 18,United States
2010,Marcus Haislip,FC,82,230,29,SAS,10,3,Tennessee,2002 Rnd 1 Pick 13,United States
2010,Jason Hart,G,75,180,31,"MIN, NOP",5,8,Syracuse,2000 Rnd 2 Pick 20,United States
2010,Trenton Hassell,F,77,227,30,NJN,52,8,Austin Peay,2001 Rnd 2 Pick 1,United States
2010,Jarvis Hayes,SF,78,220,28,NJN,45,6,Georgia,2003 Rnd 1 Pick 10,United StatesQatar
2010,Chris Hunter,F-C,83,240,25,GSW,60,1,Michigan,"2006 NBA Draft, Undrafted",United States
2010,Lindsey Hunter,G,74,195,39,CHI,13,16,Jackson State,1993 Rnd 1 Pick 10,United States
2010,Othello Hunter,FC,80,225,23,ATL,7,1,Ohio State,"2008 NBA Draft, Undrafted",United States
2010,Steven Hunter,F-C,84,240,28,MEM,21,8,DePaul,2001 Rnd 1 Pick 15,United States
2010,Allen Iverson,G,72,165,34,"MEM, PHL",28,13,Georgetown,1996 Rnd 1 Pick 1,United States
2010,Cedric Jackson,PG,75,190,23,"CLE, SAN, WAS",12,0,Cleveland State,"2009 NBA Draft, Undrafted",United States
2010,Nathan Jawai,C,82,280,23,MIN,39,1,Cairns (Australia),2008 Rnd 2 Pick 11,Australia
2010,Anthony Johnson,G,75,195,35,ORL,31,12,Charleston,1997 Rnd 2 Pick 11,United States
2010,Dwayne Jones,C,83,248,26,PHX,2,4,Saint Joseph's,"2005 NBA Draft, Undrafted",United States
2010,Coby Karl,SF,77,215,26,"CLE, GOS",7,1,Boise State,"2007 NBA Draft, Undrafted",United States
2010,Oliver Lafayette,PG,75,190,25,BOS,1,0,Houston,"2007 NBA Draft, Undrafted",United StatesCroatia
2010,Marcus Landry,F,79,230,24,"BOS, NYK",18,0,Wisconsin,"2009 NBA Draft, Undrafted",United States
2010,Desmond Mason,G-F,79,224,32,SAC,5,9,Oklahoma State,2000 Rnd 1 Pick 17,United States
2010,Sean May,PF,81,266,25,SAC,37,4,North Carolina,2005 Rnd 1 Pick 13,United States
2010,Randolph Morris,C,83,276,24,ATL,28,3,Kentucky,"2005 NBA Draft, Undrafted",United States
2010,Adam Morrison,SF,80,198,25,LAL,31,3,Gonzaga,2006 Rnd 1 Pick 3,United States
2010,Flip Murray,SG,75,200,30,"CHA, CHI",75,7,Shaw,2002 Rnd 2 Pick 13,United States
2010,Rasho Nesterovic,C,84,255,33,TOR,42,11,Virtus Bologna (Italy),1998 Rnd 1 Pick 17,Slovenia
2010,Patrick O'Bryant,C,84,250,23,TOR,11,3,Bradley,2006 Rnd 1 Pick 9,United States
2010,Kevin Ollie,G,76,195,37,OKC,25,13,Connecticut,"1995 NBA Draft, Undrafted",United States
2010,Oleksiy Pecherov,C,84,232,24,MIN,44,2,Paris Basket Racing (France),2006 Rnd 1 Pick 18,Ukraine
2010,Chris Richard,F,81,255,25,CHI,18,1,Florida,2007 Rnd 2 Pick 11,United States
2010,Kareem Rush,G,78,201,29,LAC,7,7,Missouri,2002 Rnd 1 Pick 20,United States
2010,Kenny Thomas,F,79,245,32,SAC,26,10,New Mexico,1999 Rnd 1 Pick 22,United States
2010,Tim Thomas,F,82,240,33,DAL,18,12,Villanova,1997 Rnd 1 Pick 7,United States
2010,Alando Tucker,F,78,205,26,"MIN, PHX",15,2,Wisconsin,2007 Rnd 1 Pick 29,United States
2010,Roko Ukic,G,77,183,25,MIL,13,1,Fenerbahce Ulker (Turkey),2005 Rnd 2 Pick 11,Croatia
2010,Mike Wilks,G,70,185,30,OKC,4,8,Rice,"2001 NBA Draft, Undrafted",United States
2010,Marcus D. Williams,G,75,205,24,MEM,62,3,Connecticut,2006 Rnd 1 Pick 22,United States
2009,Alex Acker,SG,77,185,26,"DET, LAC",25,1,Pepperdine,2005 Rnd 2 Pick 30,United States
2009,Hassan Adams,G,76,220,24,TOR,12,1,Arizona,2006 Rnd 2 Pick 24,United States
2009,Brent Barry,G,79,210,37,HOU,56,13,Oregon State,1995 Rnd 1 Pick 15,United States
2009,Maceo Baston,FC,83,230,32,IND,27,4,Michigan,1998 Rnd 2 Pick 29,United States
2009,Mark Blount,C-F,84,250,33,MIA,20,9,Pittsburgh,1997 Rnd 2 Pick 26,United States
2009,Calvin Booth,C,83,230,32,"MIN, SAC",8,9,Penn State,1999 Rnd 2 Pick 6,United States
2009,Bruce Bowen,F,79,200,37,SAS,80,13,Cal State Fullerton,"1993 NBA Draft, Undrafted",United States
2009,Andre Brown,FC,81,245,27,CHA,4,3,DePaul,"2004 NBA Draft, Undrafted",United States
2009,Dee Brown,G,72,185,24,"PHX, WAS",19,1,Illinois,2006 Rnd 2 Pick 16,United States
2009,Greg Buckner,G-F,76,210,32,MEM,63,10,Clemson,1998 Rnd 2 Pick 24,United States
2009,Speedy Claxton,G,71,170,30,ATL,2,8,Hofstra,2000 Rnd 1 Pick 20,United States
2009,Joe Crawford,G,77,207,22,NYK,2,0,Kentucky,2008 Rnd 2 Pick 28,United States
2009,Javaris Crittenton,G,77,200,21,"MEM, WAS",63,1,Georgia Tech,2007 Rnd 1 Pick 19,United States
2009,Austin Croshere,F,81,235,33,"MIL, SAN",14,11,Providence,1997 Rnd 1 Pick 12,United States
2009,Jermareo Davidson,PF,82,230,24,GSW,14,1,Alabama,2007 Rnd 2 Pick 6,United States
2009,Juan Dixon,G,75,164,30,WAS,50,6,Maryland,2002 Rnd 1 Pick 17,United States
2009,Quincy Douby,G,75,175,24,"SAC, TOR",27,2,Rutgers,2006 Rnd 1 Pick 19,United States
2009,Desmon Farmer,G,77,215,27,SAS,3,2,USC,"2004 NBA Draft, Undrafted",United States
2009,Adonal Foyle,C,82,250,33,"MEM, ORL",10,11,Colgate,1997 Rnd 1 Pick 8,Saint Vincent and the GrenadinesUnited States
2009,Thomas Gardner,G,77,225,24,ATL,16,1,Missouri,"2006 NBA Draft, Undrafted",United States
2009,Eddie Gill,PG,72,190,30,MIL,6,7,Weber State,"2000 NBA Draft, Undrafted",United States
2009,Matt Harpring,F,79,230,32,UTA,63,10,Georgia Tech,1998 Rnd 1 Pick 15,United States
2009,Walter Herrmann,F,81,225,29,DET,59,2,Unicaja (Spain),"2001 NBA Draft, Undrafted",Argentina
2009,Steven Hill,C,84,248,23,OKC,1,0,Arkansas,"2008 NBA Draft, Undrafted",United States
2009,Bobby Jackson,G,73,185,35,SAC,71,11,Minnesota,1997 Rnd 1 Pick 23,United States
2009,Jerome James,C,84,300,33,NYK,2,9,Florida A&M,1998 Rnd 2 Pick 7,United States
2009,Marko Jaric,GF,79,224,30,MEM,53,6,Fortituto Kontatto Bologna (Italy),2000 Rnd 2 Pick 1,SerbiaGreece
2009,Dontell Jefferson,G,77,195,25,CHA,6,0,Arkansas,"2006 NBA Draft, Undrafted",United States
2009,Linton Johnson,F,80,205,28,"CHA, CHI",10,5,Tulane,"2002 NBA Draft, Undrafted",United States
2009,Damon Jones,G,75,185,32,MIL,18,10,Houston,"1997 NBA Draft, Undrafted",United States
2009,Fred Jones,G,76,210,29,LAC,52,6,Oregon,2002 Rnd 1 Pick 14,United States
2009,Tarence Kinsey,GF,78,185,24,CLE,50,2,South Carolina,"2006 NBA Draft, Undrafted",United States
2009,Brevin Knight,G,70,170,33,UTA,74,11,Stanford,1997 Rnd 1 Pick 16,United States
2009,Rob Kurz,F,81,232,23,GSW,40,0,Notre Dame,"2008 NBA Draft, Undrafted",United States
2009,Tyronn Lue,G,72,170,31,"MIL, ORL",44,10,Nebraska,1998 Rnd 1 Pick 23,United States
2009,Mark Madsen,C-F,81,240,33,MIN,19,8,Stanford,2000 Rnd 1 Pick 29,United States
2009,Stephon Marbury,G,74,180,32,BOS,23,12,Georgia Tech,1996 Rnd 1 Pick 4,United States
2009,Donyell Marshall,F,81,245,35,PHI,25,14,Connecticut,1994 Rnd 1 Pick 4,United States
2009,Rashad McCants,G,76,200,24,"MIN, SAC",58,3,North Carolina,2005 Rnd 1 Pick 14,United States
2009,Chris Mihm,C,84,265,29,LAL,18,8,Texas,2000 Rnd 1 Pick 7,United States
2009,Darius Miles,F,81,210,27,MEM,34,8,East St. Louis Senior High School (Illinois),2000 Rnd 1 Pick 3,United States
2009,Cuttino Mobley,G,76,190,33,LAC,11,10,Rhode Island,1998 Rnd 2 Pick 12,United States
2009,Dikembe Mutombo,C,86,260,42,HOU,9,17,Georgetown,1991 Rnd 1 Pick 4,Democratic Republic of the Congo
2009,DeMarcus Nelson,G,76,200,23,GSW,13,0,Duke,"2008 NBA Draft, Undrafted",United States
2009,Demetris Nichols,SF,80,216,24,"CHI, NYK",4,1,Syracuse,2007 Rnd 2 Pick 23,United States
2009,Gabe Pruitt,G,76,185,22,BOS,47,1,USC,2007 Rnd 2 Pick 2,United States
2009,Jeremy Richardson,SF,79,185,24,ORL,12,2,Delta State,"2006 NBA Draft, Undrafted",United States
2009,Anthony Roberson,SG,75,198,26,"CHI, NYK",29,2,Florida,"2005 NBA Draft, Undrafted",United States
2009,Malik Rose,F,79,250,34,"NYK, OKC",38,12,Drexel,1996 Rnd 2 Pick 15,United States
2009,Michael Ruffin,F-C,81,245,32,POR,11,8,Tulsa,1999 Rnd 2 Pick 3,United States
2009,Cheickh Samb,C,85,245,24,"DEN, LAC, NYK",18,1,CB Cornella (Spain),2006 Rnd 2 Pick 21,Senegal
2009,Saer Sene,C,84,230,22,"NYK, OKC",6,2,Voo Wolves Verviers-Pepinster (Belgium),2006 Rnd 1 Pick 10,Senegal
2009,Walter Sharpe,F,81,245,22,DET,8,0,UAB,2008 Rnd 2 Pick 2,United States
2009,Cedric Simmons,FC,81,235,23,"CHI, SAC",18,2,NC State,2006 Rnd 1 Pick 15,United StatesBulgaria
2009,Courtney Sims,FC,82,245,25,"NYK, PHX",2,1,Michigan,"2007 NBA Draft, Undrafted",United States
2009,Sean Singletary,PG,72,185,23,"CHA, PHX",37,0,Virginia,2008 Rnd 2 Pick 12,United States
2009,Will Solomon,G,73,181,30,"SAC, TOR",53,1,Clemson,2001 Rnd 2 Pick 4,United States
2009,Yue Sun,G,80,205,23,LAL,10,0,Beijing Olympians (United States),2007 Rnd 2 Pick 10,China
2009,Robert Swift,C,84,245,23,OKC,26,4,Bakersfield High School (California),2004 Rnd 1 Pick 12,United States
2009,Stromile Swift,F-C,81,225,29,"NJN, PHX",19,8,LSU,2000 Rnd 1 Pick 2,United States
2009,Wally Szczerbiak,F,79,240,31,CLE,74,9,Miami (OH),1999 Rnd 1 Pick 6,United StatesSpain
2009,Mike Taylor,PG,74,165,23,LAC,51,0,Idaho Stampede,2008 Rnd 2 Pick 25,United States
2009,Jacque Vaughn,G,73,190,34,SAS,30,11,Kansas,1997 Rnd 1 Pick 27,United States
2009,Jake Voskuhl,C,83,245,31,TOR,38,8,Connecticut,2000 Rnd 2 Pick 4,United States
2009,Marcus E. Williams,F,79,207,22,SAS,2,1,Arizona,2007 Rnd 2 Pick 3,United States
2009,Lorenzen Wright,F-C,83,255,33,CLE,18,12,Memphis,1996 Rnd 1 Pick 7,United States
2008,Shareef Abdur-Rahim,F,81,225,31,SAC,6,11,California,1996 Rnd 1 Pick 3,United States
2008,Lance Allred,C,83,250,27,CLE,3,0,Weber State,"2005 NBA Draft, Undrafted",United States
2008,Derek Anderson,G,77,194,33,CHA,28,10,Kentucky,1997 Rnd 1 Pick 13,United States
2008,Darrell Armstrong,PG,72,170,39,NJN,50,13,Fayetteville State,"1991 NBA Draft, Undrafted",United States
2008,James Augustine,FC,82,235,24,ORL,25,1,Illinois,2006 Rnd 2 Pick 11,United States
2008,Andre Barrett,PG,70,173,26,LAC,4,3,Seton Hall,"2004 NBA Draft, Undrafted",United States
2008,P.J. Brown,C,83,225,38,BOS,18,14,Louisiana Tech,1992 Rnd 2 Pick 2,United States
2008,Sam Cassell,G,75,185,38,"BOS, LAC",55,14,Florida State,1993 Rnd 1 Pick 24,United States
2008,Guillermo Diaz,G,74,192,22,LAC,6,0,Miami (FL),2006 Rnd 2 Pick 22,Puerto RicoUnited States
2008,Dan Dickau,G,72,190,29,LAC,67,5,Gonzaga,2002 Rnd 1 Pick 28,United States
2008,Kaniel Dickens,F,80,215,29,CLE,5,4,Idaho,2000 Rnd 2 Pick 21,United States
2008,Michael Doleac,C,83,262,30,MIN,24,9,Utah,1998 Rnd 1 Pick 12,United States
2008,Nick Fazekas,F,83,240,22,"DAL, LAC",26,0,Nevada,2007 Rnd 2 Pick 4,United StatesJapan
2008,Richie Frahm,G,77,210,30,LAC,10,4,Gonzaga,"2000 NBA Draft, Undrafted",United States
2008,Steve Francis,G,75,195,31,HOU,10,8,Maryland,1999 Rnd 1 Pick 2,United States
2008,Jorge Garbajosa,F,81,245,30,TOR,7,1,Unicaja (Spain),"1999 NBA Draft, Undrafted",Spain
2008,Pat Garrity,F,81,238,31,ORL,31,9,Notre Dame,1998 Rnd 1 Pick 19,United States
2008,Gordan Giricek,G-F,78,210,30,"PHL, PHX, UTH",56,5,KK Cibona (Croatia),1999 Rnd 2 Pick 11,Croatia
2008,Taurean Green,PG,72,177,21,"DEN, POR",17,0,Florida,2007 Rnd 2 Pick 22,United States
2008,Adrian Griffin,G-F,77,217,33,"CHI, SEA",35,9,Seton Hall,"1996 NBA Draft, Undrafted",United States
2008,Penny Hardaway,PG,79,195,36,MIA,16,13,Memphis,1993 Rnd 1 Pick 3,United States
2008,Othella Harrington,F-C,81,235,34,CHA,22,11,Georgetown,1996 Rnd 2 Pick 1,United States
2008,David Harrison,C,84,254,25,IND,55,3,Colorado,2004 Rnd 1 Pick 29,United States
2008,Robert Horry,PF,81,220,37,SAS,45,15,Alabama,1992 Rnd 1 Pick 11,United States
2008,Troy Hudson,G,73,170,31,GSW,9,10,Southern Illinois,"1997 NBA Draft, Undrafted",United States
2008,Luke Jackson,SF,79,215,26,MIA,14,3,Oregon,2004 Rnd 1 Pick 10,United States
2008,Casey Jacobsen,SG,78,214,26,MEM,53,3,Stanford,2002 Rnd 1 Pick 22,United States
2008,Alexander Johnson,F,81,240,25,MIA,43,1,Florida State,2006 Rnd 2 Pick 15,United States
2008,DerMarr Johnson,GF,81,201,27,SAS,5,7,Cincinnati,2000 Rnd 1 Pick 6,United States
2008,Bobby Jones,F,79,215,24,"DEN, HOU, MEM, MIA, SAN",47,1,Washington,2006 Rnd 2 Pick 7,United States
2008,Eddie Jones,G-F,78,200,36,DAL,47,13,Temple,1994 Rnd 1 Pick 10,United States
2008,Viktor Khryapa,PF,79,220,25,CHI,9,3,CSKA Moscow (Russia),2004 Rnd 1 Pick 22,Russia
2008,Raef LaFrentz,F,83,245,31,POR,39,9,Kansas,1998 Rnd 1 Pick 3,United States
2008,Keith Langford,G,76,202,24,SAS,2,0,Kansas,"2005 NBA Draft, Undrafted",United States
2008,Stephane Lasme,F,80,215,25,"GOS, MIA",16,0,Massachusetts,2007 Rnd 2 Pick 16,Gabon
2008,Darrick Martin,G,71,170,36,TOR,17,12,UCLA,"1992 NBA Draft, Undrafted",United States
2008,Jelani McCoy,FC,82,245,30,DEN,6,7,UCLA,1998 Rnd 2 Pick 4,United States
2008,Jeff McInnis,G,76,190,33,CHA,54,10,North Carolina,1996 Rnd 2 Pick 8,United States
2008,Alonzo Mourning,C,82,240,38,MIA,25,15,Georgetown,1992 Rnd 1 Pick 2,United States
2008,Bostjan Nachbar,F,82,220,27,NJN,75,5,Universo De'Longhi Treviso (Italy),2002 Rnd 1 Pick 15,Slovenia
2008,Juan Carlos Navarro,SG,76,170,27,MEM,82,0,Barca (Spain),2002 Rnd 2 Pick 11,Spain
2008,Ira Newble,G-F,79,220,33,"CLE, LAL, SEA",49,8,Miami (OH),"1997 NBA Draft, Undrafted",United States
2008,Bo Outlaw,F,80,210,36,ORL,2,14,Houston,"1993 NBA Draft, Undrafted",United States
2008,Andre Owens,G,76,200,27,IND,31,1,Houston,"2005 NBA Draft, Undrafted",United States
2008,Smush Parker,G,76,190,26,"LAC, MIA",28,5,Fordham,"2002 NBA Draft, Undrafted",United States
2008,Ruben Patterson,F-G,77,223,32,LAC,20,9,Cincinnati,1998 Rnd 2 Pick 2,United States
2008,Kosta Perovic,C,86,240,23,GSW,7,0,KK Partizan (Serbia),2006 Rnd 2 Pick 8,Serbia
2008,Eric Piatkowski,G-F,79,210,37,PHX,16,13,Nebraska,1994 Rnd 1 Pick 15,United States
2008,Scot Pollard,C-F,83,265,33,BOS,22,10,Kansas,1997 Rnd 1 Pick 19,United States
2008,Kasib Powell,F,79,215,26,MIA,11,1,Texas Tech,"2003 NBA Draft, Undrafted",United States
2008,Eric Snow,G,75,190,34,CLE,22,12,Michigan State,1995 Rnd 2 Pick 14,United States
2008,Kirk Snyder,F-G,78,225,24,"HOU, MIN",36,3,Nevada,2004 Rnd 1 Pick 16,United States
2008,Awvee Storey,F-G,78,222,30,MIL,26,2,Arizona State,"2002 NBA Draft, Undrafted",United States
2008,Damon Stoudamire,G,70,171,34,"MEM, SAN",60,12,Arizona,1995 Rnd 1 Pick 7,United States
2008,Salim Stoudamire,G,73,186,25,ATL,35,2,Arizona,2005 Rnd 2 Pick 1,United States
2008,D.J. Strawberry,G,78,205,22,PHX,33,0,Maryland,2007 Rnd 2 Pick 29,United StatesCameroon
2008,Billy Thomas,G,76,208,32,"CLE, NJN",11,2,Kansas,"1998 NBA Draft, Undrafted",United States
2008,Marquinhos Vinicius,F,81,225,23,NOP,13,1,Objetivo Sao Carlos (Brazil),2006 Rnd 2 Pick 13,Brazil
2008,Antoine Walker,F,81,265,31,MIN,46,11,Kentucky,1996 Rnd 1 Pick 6,United States
2008,Darius Washington,PG,74,196,22,SAS,18,0,Memphis,"2006 NBA Draft, Undrafted",United StatesNorth Macedonia
2008,Chris Webber,F-C,81,245,35,GSW,9,14,Michigan,1993 Rnd 1 Pick 1,United States
2008,Bonzi Wells,G-F,77,210,31,"HOU, NOP",73,9,Ball State,1998 Rnd 1 Pick 11,United States
2008,Aaron Williams,F-C,81,220,36,LAC,30,13,Xavier,"1993 NBA Draft, Undrafted",United States
2008,Justin Williams,C,82,260,23,"HOU, SAC",23,1,Wyoming,"2006 NBA Draft, Undrafted",United States
2008,Loren Woods,C,85,245,29,HOU,7,5,Arizona,2001 Rnd 2 Pick 17,United States
2007,Babby Araujo,C,83,280,26,UTA,28,2,Brigham Young,2004 Rnd 1 Pick 8,Brazil
2007,Esteban Batista,FC,82,270,23,ATL,13,1,Aguas de Calpe (Gibraltar),"2005 NBA Draft, Undrafted",Uruguay
2007,Will Blalock,G,73,200,23,DET,14,0,Iowa State,2006 Rnd 2 Pick 30,United States
2007,Cedric Bozeman,G,78,215,23,ATL,23,0,UCLA,"2006 NBA Draft, Undrafted",United States
2007,Pat Burke,C,83,250,33,PHX,23,2,Auburn,"1997 NBA Draft, Undrafted",Ireland
2007,Jackie Butler,C,82,250,21,SAS,11,2,Coastal Christian Academy (Virginia),"2004 NBA Draft, Undrafted",United States
2007,Kelvin Cato,C,83,255,32,NYK,18,9,Iowa State,1997 Rnd 1 Pick 15,United States
2007,Doug Christie,SG,78,200,36,LAC,7,14,Pepperdine,1992 Rnd 1 Pick 17,United States
2007,Dale Davis,C-F,83,252,37,DET,46,15,Clemson,1991 Rnd 1 Pick 13,United States
2007,Daniel Ewing,G,75,185,23,LAC,61,1,Duke,2005 Rnd 2 Pick 2,United States
2007,Danny Fortson,F,79,260,30,SEA,14,9,Cincinnati,1997 Rnd 1 Pick 10,United States
2007,Matt Freije,FC,82,240,25,ATL,19,1,Vanderbilt,2004 Rnd 2 Pick 24,United StatesLebanon
2007,Andreas Glyniadakis,C,84,245,25,SEA,13,0,Olympiacos (Greece),2003 Rnd 2 Pick 29,Greece
2007,Lynn Greer,SG,74,175,27,MIL,41,1,Temple,"2002 NBA Draft, Undrafted",United States
2007,Eddie Griffin,F,82,220,24,MIN,13,5,Seton Hall,2001 Rnd 1 Pick 7,United States
2007,Mike Hall,F,80,230,22,WAS,2,0,George Washington,"2006 NBA Draft, Undrafted",United States
2007,Junior Harrington,G,76,180,26,MEM,29,3,Wingate,"2002 NBA Draft, Undrafted",United States
2007,Alan Henderson,F-C,81,235,34,PHI,38,11,Indiana,1995 Rnd 1 Pick 16,United States
2007,Robert Hite,SG,74,184,23,MIA,12,0,Miami (FL),"2006 NBA Draft, Undrafted",United States
2007,Julius Hodge,SF,79,210,23,"DEN, MIL",9,1,NC State,2005 Rnd 1 Pick 20,United States
2007,Mile Ilic,C,85,255,22,NJN,5,0,KK FMP (Serbia),2005 Rnd 2 Pick 13,Serbia
2007,Marc Jackson,C,82,270,32,NOP,56,6,Temple,1997 Rnd 2 Pick 9,United States
2007,Sarunas Jasikevicius,G,76,195,30,"GOS, IND",63,1,Maryland,"1998 NBA Draft, Undrafted",Lithuania
2007,Jumaine Jones,SF,80,218,28,PHX,18,7,Georgia,1999 Rnd 1 Pick 27,United States
2007,Yaroslav Korolev,F,81,203,19,LAC,10,1,CSKA Moscow (Russia),2005 Rnd 1 Pick 12,Russia
2007,James Lang,C,82,285,23,WAS,11,3,Central Park Christian High School (Alabama),2003 Rnd 2 Pick 19,United States
2007,Randy Livingston,GF,76,209,31,SEA,4,9,LSU,1996 Rnd 2 Pick 13,United States
2007,Renaldo Major,F,78,210,24,GSW,1,0,Fresno State,"2004 NBA Draft, Undrafted",United States
2007,Damir Markota,PF,82,260,21,MIL,30,0,KK Cibona (Croatia),2006 Rnd 2 Pick 29,CroatiaSweden
2007,Rawle Marshall,SF,79,190,25,IND,40,1,Oakland,"2005 NBA Draft, Undrafted",Guyana
2007,Chris McCray,G,77,205,22,MIL,5,0,Maryland,"2006 NBA Draft, Undrafted",United States
2007,Ivan McFarlin,F,80,240,24,PHI,11,0,Oklahoma State,"2005 NBA Draft, Undrafted",United States
2007,Aaron McKie,G,77,209,34,LAL,10,12,Temple,1994 Rnd 1 Pick 17,United States
2007,Keith McLeod,G,74,190,27,"GOS, IND",48,2,Bowling Green,"2002 NBA Draft, Undrafted",United States
